geolocation_lat,geolocation_lng,seller_zip_code_prefix,seller_city,seller_state
-26.83365489702238,-49.26170944102369,89120,timbo,SC
-21.152969235356927,-47.77227625506376,14075,ribeirao preto,SP
-23.571257720785987,-46.69633123175024,5424,sao paulo,SP
-27.729372911015968,-52.537491045681705,99730,jacutinga,RS
-3.75920950735759,-38.56668586011886,60440,fortaleza,CE
-23.44020126089216,-46.42148489425242,7242,guarulhos,SP
-23.4691433119626,-46.54714331225105,7051,guarulhos,SP
-23.56892589286744,-46.372428309048416,8517,ferraz de  vasconcelos,SP
-21.131534491601712,-51.10568265114781,16800,mirandopolis,SP
-26.287890550358416,-48.778370341304736,89228,joinville,SC
-19.939688821541896,-43.97533764669048,30421,belo horizonte,MG
-22.353122459390228,-49.0981396206503,17056,bauru,SP
-23.30139631473257,-45.96172658840667,12308,jacarei,SP
-23.277113936724533,-47.27658838802001,13304,itu,SP
-25.40409493828745,-52.41326011568435,85301,laranjeiras do sul,SP
-23.540811611431728,-46.506777407294166,3554,sao paulo,SP
-27.00086872288371,-51.14532022116548,89560,videira,SC
-27.44750424718865,-48.39733340340489,88058,florianopolis,SC
-23.68913659838998,-46.85084778934157,6853,itapecerica da serra,SP
-6.825533064802394,-35.12509238324438,58280,mamanguape,PB
-23.56613158673322,-46.40933117430316,8490,sao paulo,SP
-20.415339248383304,-42.89153741877715,35430,ponte nova,MG
-24.18847968847047,-53.016364393737085,87360,goioere,SP
-22.3308507978399,-48.80069173298912,17280,pederneiras,SP
-23.547864497191817,-46.92542765190682,6653,itapevi,SP
-16.649582610194585,-49.26427418270268,74563,goiania,GO
-23.724238064948917,-46.687786616711854,4821,sao paulo,SP
-22.88108747100233,-43.4710032485429,21820,rio de janeiro,RJ
-23.539494799586286,-46.63284391414975,1026,sao paulo,SP
-23.540691446852072,-46.57315915849145,3308,sao paulo,SP
-29.17755456451863,-51.16087871013524,95070,caxias do sul,RS
-23.662697333602686,-46.5741239317042,9640,sao bernardo do campo,SP
-7.216958744936218,-35.88635353719198,58400,campina grande,PB
-29.66684200084112,-51.15445514217226,93608,estancia velha,RS
-22.47805071801601,-44.50608144601535,27525,resende,RJ
-26.491731442148883,-49.07562289508913,89251,jaragua do sul,SC
-23.491089052455425,-46.5850818805182,2215,sao paulo,SP
-23.595176189566608,-46.74183651471519,5524,sao paulo,SP
-23.01133469499096,-43.45025641534424,22790,rio de janeiro,RJ
-23.515379054872383,-46.43703357172863,8041,sao paulo,SP
-23.62885516348312,-46.731968359714834,5715,sao paulo,SP
-27.536913214854422,-48.50901793197551,88032,florianopolis,SC
-23.489741556206333,-47.509921178602326,18055,sorocaba,SP
-23.512668178041054,-46.58665534166385,2112,sao paulo,SP
-21.152969235356927,-47.77227625506376,14075,ribeirao preto,SP
-23.53401196947312,-47.46735238343239,18048,sorocaba,SP
-23.65984765821185,-46.41012686754482,9336,maua,SP
-22.32799872661436,-49.04464129765144,17030,bauru,SP
-22.333806,-49.0911435,17052,bauru,SP
-19.97683947121829,-44.00208279362338,30620,belo horizonte,MG
-23.175880576172972,-47.31592004954123,13327,salto,SP
-16.73600057496822,-49.3025740827112,74343,goiania,GO
-19.79022694508355,-42.14210229958086,35300,caratinga,MG
-20.68604093423175,-50.55347736946949,15350,auriflama/sp,SP
-22.81037884041201,-43.32241089592587,21240,rio de janeiro,RJ
-20.50234199999999,-47.4215895,14407,franca,SP
-21.808017,-49.62064949999999,16500,cafelandia,SP
-23.508810312539527,-46.66650083042868,2518,sao paulo,SP
-21.17121748495008,-47.81941847157649,14050,ribeirao preto,SP
-28.327530882623098,-49.18050954005345,88730,sao ludgero,SC
-21.120087446232457,-42.91067895264525,36502,uba,MG
-23.693028139881143,-46.54695362280001,9751,sao bernardo do campo,SP
-23.54354994809283,-46.55013560866177,3407,sao paulo / sao paulo,SP
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-23.386583094415077,-51.905343129948655,87035,maringa,PR
-20.832391979671076,-49.33780073339066,15062,sao jose do rio preto,SP
-22.89149811512646,-47.14575284988991,13064,campinas,SP
-22.83010677604002,-43.27754866983109,21020,rio de janeiro,RJ
-21.858555070695942,-47.48403458197557,13660,porto ferreira,SP
-29.517801962425995,-50.765753555126814,95660,tres coroas,RS
-23.644438912091005,-46.53988531353385,9080,santo andre,SP
-26.882803470063276,-49.10761309562108,89031,blumenau,SC
-23.668312295314184,-46.50547970468581,9110,santo andre,SP
-23.61571809769749,-46.53118432278263,9230,santo andre,SP
-23.58353292305826,-46.48957476496762,3951,sao paulo,SP
-23.548274607140105,-46.59015964281348,3172,sao paulo,SP
-23.554597380692613,-46.57370400298258,3334,sao paulo,SP
-26.88088214922204,-49.14153434581907,89070,blumenau,SC
-23.517127104923187,-46.19066721624193,8773,mogi das cruzes,SP
-23.933071987144555,-46.32396741794616,11013,santos,SP
-23.507298266732708,-46.77267139333711,6286,osasco,SP
-20.889600826708687,-49.57165655226015,15155,jaci,SP
-20.43773362250285,-44.75914024487753,35530,claudio,MG
-16.667759999999944,-49.26147649999996,74045,goiania,GO
-23.03582473318652,-47.8363026594829,18500,laranjal paulista,SP
-23.53401196947312,-47.46735238343239,18048,sorocaba,SP
-23.52915073382772,-46.64042336234055,1126,sao paulo,SP
-22.737278419931872,-47.31266995989381,13478,americana,SP
-23.55001132944774,-46.64818240521669,1303,sao paulo,SP
-23.485809164031377,-46.68889056841136,2739,sao paulo,SP
-22.89344332944775,-43.22413070370488,20921,rio de janeiro,RJ
-23.060541192225852,-51.03218870823536,86170,sertanopolis,SP
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-23.55529114283934,-51.45250563380107,86808,apucarana,PR
-20.77693393507797,-49.38713234157808,15046,sao jose do rio preto,SP
-22.93781597002137,-43.17619884430715,22230,rio de janeiro,RJ
-23.386583094415077,-51.905343129948655,87035,maringa,PR
-23.59272363197529,-46.6315844403312,4102,sao paulo,SP
-23.46712354010617,-46.554768775463096,7052,guarulhos,SP
-21.426570046543283,-50.06791761043272,16301,penapolis,SP
-22.89428279372572,-43.12073703239408,24020,niteroi,RJ
-26.283149245628717,-48.85128463059032,89204,joinville,SC
-25.371298736141743,-49.18823376385825,83408,colombo,PR
-23.939318620030072,-46.30539278864907,11450,vicente de carvalho,SP
-22.767224960596728,-43.424453496437685,26562,mesquita,RJ
-23.32532644463037,-51.15843393839796,86010,londrina,PR
-23.51226773910784,-46.60874803052688,2051,sao pauo,SP
-27.42517433269942,-48.426350651572776,88056,florianopolis,SC
-19.93977,-43.97883525,30550,belo horizonte,MG
-23.445022995005957,-46.70898743370049,2820,sao paulo,SP
-24.966371460470743,-53.46488320191585,85802,cascavel,PR
-25.665981910215244,-49.32886111300174,83830,fazenda rio grande,PR
-23.591391568699816,-46.66656196586642,4508,sao paulo,SP
-23.638223126839392,-46.801967395781645,6775,taboao da serra,SP
-23.57203616319466,-46.61521226741304,1550,sao paulo,SP
-22.99280667740874,-43.44828652055829,22783,rio de janeiro,RJ
-25.48015350874257,-49.29687243020366,81070,curitiba,PR
-23.63539120245054,-46.69683581334274,4716,sao paulo,SP
-23.23724961587513,-45.88082955926476,12233,sao jose dos campos,SP
-23.453200132516344,-46.484469408993874,7084,guarulhos,SP
-23.57884253067112,-46.52280151387845,3384,sao paulo,SP
-24.71858536767589,-53.76181706327768,85903,toledo,PR
-25.397971942264448,-49.24103753690352,82510,curitiba,PR
-20.84380119949777,-49.36891118527178,15081,sao jose do rio preto,SP
-23.55512973105776,-46.41553279239999,8411,sao paulo,SP
-22.33259929227913,-49.0443811707606,17047,bauru,SP
-23.96112504302036,-46.32316061267247,11045,santos,SP
-24.549059297396184,-54.05157641917936,85960,marechal candido rondon,SP
-25.43548786011886,-49.270213781291496,80010,curitiba,PR
-23.51937483109403,-46.19269037743349,8710,mogi das cruzes,SP
-30.01125892229781,-51.131081597841714,91130,porto alegre,RS
-23.263785424892976,-45.91583795162459,12238,sao jose dos campos,SP
-23.50689076715323,-46.78586646309645,6236,osasco,SP
-23.221847481562573,-46.86292270289681,13203,jundiai,SP
-25.77404958940785,-49.32914580930774,83800,mandirituba,PR
-23.53469148542905,-46.50138317485142,3551,sao paulo,SP
-23.603799285142266,-46.30881321689727,8655,suzano,SP
-19.755283922647653,-43.94895032392866,33200,vespasiano,MG
-25.41810890007532,-49.2549331354036,80040,curitiba,PR
-22.89834913791924,-43.28603771175494,20735,rio de janeiro,RJ
-26.882803470063276,-49.10761309562108,89031,blumenau,SC
-23.48850962531019,-46.714606281435714,1417,sao paulo,SP
-36.6053744107061,-64.28394645581311,98780,santa rosa,RS
-20.81842802837701,-49.39248776604019,15015,sao jose do rio preto,SP
-20.581177442701478,-47.858931261277824,14600,sao joaquim da barra,SP
-23.50739523980033,-46.74054093839796,5125,sao paulo,SP
-25.49503825145709,-49.29960146295223,81050,curitiba,PR
-22.607003040200272,-46.91414970477579,13830,santo antonio de posse,SP
-23.537511255832708,-46.63705730743676,1212,sao paulo,SP
-29.765334960364797,-57.08632042334778,97502,uruguaiana,RS
-25.44384908076061,-49.25520561183576,80215,curitiba,PR
-23.59398471189917,-46.91059123022104,6703,cotia,SP
-22.564590914795996,-47.40315315223038,13480,limeira,SP
-21.832580480823008,-45.40532063864941,37400,campanha,MG
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-23.70965016443733,-46.69257464205786,4811,sao paulo,SP
-17.303533209194768,-49.02125605030914,75640,piracanjuba,GO
-23.54250072967277,-46.57631077214489,3306,sao paulo,SP
-29.15431985306487,-51.18599374251306,95034,caxias do sul,RS
-19.977266817935217,-44.030220762565605,30640,belo horizonte,MG
-27.211807695727405,-52.0209908478637,89701,concordia,SC
-23.46663960421836,-46.67256167638064,2880,sao paulo,SP
-23.52665549125743,-46.483370916180974,3688,sao paulo,SP
-16.675429623739763,-49.26004719113793,74043,goiania,GO
-22.243203015748463,-45.71330344759827,37540,santa rita do sapucai,MG
-25.549456442408683,-49.25875779739164,81925,curitiba,PR
-23.49994008604073,-46.81177024952385,6246,osasco,SP
-25.416444206215026,-49.28185035596391,80510,curitiba,PR
-25.453155877315545,-49.2850395992267,80240,curitiba,PR
-20.55352180460502,-48.57715926810552,14780,barretos,SP
-23.089034640573622,-47.21441923786709,13330,indaiatuba,SP
-22.800936387437307,-43.42486085339982,26525,nilopolis,RJ
-23.62698749235395,-46.47787233527612,9380,maua,SP
-22.105021567709144,-50.1738866856198,17580,pompeia,SP
-11.762946537705693,-41.90726687365007,44895,barro alto,BA
-22.359648157307664,-46.93603474635176,13840,mogi guacu,SP
-23.60475533250616,-46.68184855482134,4557,são paulo,SP
-23.636429014715176,-46.640920992642414,4311,sao paulo,SP
-24.01704140383171,-46.44291733028447,11702,praia grande,SP
-20.531151999894856,-47.43366787318517,14406,franca,SP
-22.99280667740874,-43.44828652055829,22783,rio de janeiro,SP
-26.229442939484237,-49.4052167110414,89128,luiz alves,SC
-23.50210750375091,-46.62196127699232,2036,sao paulo,SP
-23.563429288970184,-46.776834047629656,6038,osasco,SP
-27.082320621703506,-48.93028666250217,88351,brusque,SC
-28.685998262631877,-49.38698516305797,88804,criciuma,SC
-23.63329280322003,-46.73784151540766,5729,sao paulo,SP
-23.49413311227142,-46.97080924393411,6519,santana de parnaiba,SP
-23.53366928919733,-46.780298393271465,6016,osasco,SP
-26.272013820675983,-48.85081272303685,89222,joinville,SC
-23.479316999999995,-46.5904340471753,2252,sao paulo,SP
-23.397201419095158,-46.41869442783772,7179,guarulhos,SP
-19.900238441628133,-43.903489639426446,31050,belo horizonte,MG
-22.564590914795996,-47.40315315223038,13480,limeira,SP
-21.12727725229381,-48.96558623910783,15805,catanduva,SP
-26.89253147930259,-49.067225777731565,89052,blumenau,SC
-19.878513898894187,-43.95694702879617,31255,belo horizonte,MG
-20.27939929861524,-50.5535315563023,15704,jales,SP
-22.920104850395337,-43.22138202997862,20270,rio de janeiro,RJ
-23.309902583386343,-51.172848272548926,86060,londrina,PR
-23.10083372439267,-46.55334887039065,12944,atibaia,SP
-9.97456238336677,-67.80965579857256,69900,rio branco,AC
-23.34725214100632,-51.15045275673721,86046,londrina,PR
-22.523912739698662,-44.18623424719054,27321,barra mansa,RJ
-23.59978147599399,-46.73530029378497,5632,sao paulo,SP
-23.58090519677997,-46.56317152651616,3161,sao paulo,SP
-23.693985995008337,-46.70188324132953,4782,sao paulo,SP
-20.54822779974972,-47.395897060007975,14403,franca,SP
-23.41986366306706,-51.9370505253616,87013,maringa,PR
-23.70206320161832,-46.40534820551376,9405,ribeirao pires,SP
-23.4719444074384,-46.59864459256161,2310,sao paulo,SP
-23.64684593421437,-46.6660547231519,4363,sao paulo,SP
-23.573782561198005,-46.62058066708981,1539,sao paulo,SP
-22.01139055955482,-47.886487092764376,13560,sao carlos,SP
-23.47019809031553,-46.56484109288583,2238,sao paulo,SP
-20.793966591593712,-49.363925103061646,15055,sao jose do rio preto,SP
-25.370141615326872,-49.26980748237064,82220,curitiba,PR
-22.23411436219633,-49.9262898871833,17520,marilia,SP
-23.53813408465576,-46.58549886150382,3060,sao paulo,SP
-23.676027730141065,-46.34579957525459,9443,ribeirao pires,SP
-21.197994153181128,-47.779317275572765,14096,ribeirao preto,SP
-9.40277511689584,-38.21976438394056,48602,bahia,BA
-30.103303723122416,-51.215815419555454,91740,porto alegre,RS
-23.35069393173468,-51.16308555117244,86047,londrina,PR
-24.9409988170985,-53.4931867821282,85807,cascavel,PR
-23.022733959878504,-45.55651892606318,12020,taubate,SP
-24.966371460470743,-53.46488320191585,85802,cascavael,PR
-23.557337937272795,-46.63877749362335,1320,sao paulo,SP
-22.957006788724875,-45.83889267359648,12250,monteiro lobato,SP
-25.48663937607479,-49.33860322009349,81250,curitiba,PR
-20.371678009550088,-40.42010177575753,29138,viana,ES
-23.40396,-46.48452053274858,7145,guarulhos,SP
-27.57584828418084,-48.67614001749309,88107,sao jose,SC
-22.15235907980679,-43.2855197300483,25850,paraiba do sul,RJ
-21.46569907614626,-47.00475479474461,13730,mococa,SP
-23.53626695697963,-47.13489184347044,18130,sao roque,SP
-20.72024570526651,-46.61199522720165,37900,passos,MG
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-26.003670174999968,-53.23275043899997,85603,francisco beltrao,PR
-23.49517247515727,-46.50119464071786,3821,sao paulo,SP
-21.168374314444115,-43.03118284255877,36512,tocantins,SP
-14.518522867646602,-49.1319174044097,76400,uruacu,GO
-23.38219409935399,-51.95529780691714,87083,maringa,PR
-16.620597679766842,-49.31555469124452,74473,goiania,GO
-22.805776179896323,-43.20393517954484,21931,rio de janeiro,RJ
-21.1575781634253,-47.81743621509692,14055,ribeirao preto,SP
-27.154606768453945,-48.56986624316197,88210,porto belo,SC
-22.89082402420255,-46.9816531677612,13105,campinas,SP
-22.761992463604912,-43.45087260605272,26255,nova iguacu,RJ
-23.55990858451152,-46.56932063336026,3343,sao paulo,SP
-22.154209249920417,-49.95162687408481,17512,marilia,SP
-28.7629920668113,-49.27499226831797,88820,icara,SC
-23.534517416583824,-46.51350050508684,3543,sao paulo,SP
-29.430489990467024,-52.00653647329336,95910,lajeado,RS
-23.537922030359404,-46.47769578680452,3694,sao paulo,SP
-23.528716250620374,-46.62026515958797,3029,sao paulo,SP
-22.243203015748463,-45.71330344759827,37540,santa rita do sapucai,MG
-22.931095563908823,-47.05470585586861,13042,campinas,SP
-23.53435725950717,-46.64935629739165,1201,sao paulo,SP
-23.61571809769749,-46.53118432278263,9230,santo andre,SP
-27.14105704919435,-48.96146112936535,88359,brusque,SC
-27.61586773619327,-54.31070990694841,98920,horizontina,RS
-23.651760091032397,-46.67056245669116,4364,sao paulo,SP
-23.5595404069971,-46.55031816083575,3416,sao paulo,SP
-23.68011442853022,-46.4524537436668,9350,maua,SP
-23.53569581346678,-46.64141313885349,1214,sao paulo,SP
-23.46663960421836,-46.67256167638064,2880,sao paulo,SP
-23.624784000000005,-46.53954225000001,9220,santo andre,SP
-23.540699932021333,-47.45842622799934,18110,votorantim,SP
-20.43773362250285,-44.75914024487753,35530,claudio,MG
-29.681001176488756,-51.07531051934418,93700,campo bom,RS
-23.52287030474924,-46.51178079378496,3659,sao paulo,SP
-23.529307180131543,-46.63490526351788,1123,sao paulo,SP
-21.255170217894637,-48.48570186533153,15910,monte alto,SP
-23.55428750346245,-46.61269297446478,3103,sao paulo,SP
-21.135783490049025,-47.7667825048123,14078,ribeirao preto,SP
-20.29811259961654,-50.25331663457617,15601,fernandopolis,SP
-26.91141069525076,-49.11143612738765,89041,blumenau,SC
-22.217405964096468,-49.95110711067839,17500,marilia,SP
-25.090806929770974,-50.15864960866176,84010,ponta grossa,PR
-23.46034695920133,-46.54093519386578,7093,guarulhos,SP
-19.841515899532546,-43.97289771550586,31560,belo horizonte,MG
